"Director_id","Director"
0005439,"Reine, Roel"
0005440,"Reiner, Carl"
0005441,"Reiner, Jeffrey"
0005442,"Reiner, Lucas"
0005443,"Reiner, Rob"
0005444,"Reinert, Al"
0005445,"Reinhardt, Gottfried"
0005446,"Reinhardt, John"
0005447,"Reiniger, Lotte"
0005448,"Reis, Irving"
0005449,"Reisner, Charles F."
0005450,"Reiss, Jon"
0005451,"Reisz, Karel"
0005452,"Reitherman, Wolfgang"
0005453,"Reitman, Ivan"
0005454,"Rendall, Kimble"
0005455,"Renders, Pierre-Paul"
0005456,"Rendlog, Divida"
0005457,"Rene, Norman"
0005458,"Renoir, Jean"
0005459,"Renton, Nicholas"
0005460,"Resnais, Alain"
0005461,"Resnick, Adam"
0005462,"Resnikoff, Robert"
0005463,"Ressel, Steve"
0005464,"Restaino, Elvis"
0005465,"Resteghini, Dale"
0005466,"Reut, Przemyslaw"
0005467,"Reyes, Franc."
0005468,"Reyes, Juan N. López"
0005469,"Reyes, Mario Ramirez"
0005470,"Reynolds, Burt"
0005471,"Reynolds, Christopher"
0005472,"Reynolds, David"
0005473,"Reynolds, Gene"
0005474,"Reynolds, Kevin"
0005475,"Reynolds, Scott"
0005476,"Reynoso, David"
0005477,"Rezendes, Christian de"
0005478,"Rhee, Phillip"
0005479,"Rhodes, Ian"
0005480,"Rhodes, Michael Ray"
0005481,"Ricci, Tonino"
0005482,"Rice, Bill"
0005483,"Rice, Tom"
0005484,"Rich, John"
0005485,"Rich, Matty"
0005486,"Rich, Richard"
0005487,"Richards, Cybil"
0005488,"Richards, Dick"
0005489,"Richards, Jonathan"
0005490,"Richards, Lloyd"
0005491,"Richards, Sybil"
0005492,"Richardson, Craig"
0005493,"Richardson, Kenneth W."
0005494,"Richardson, Peter"
0005495,"Richardson, Tony"
0005496,"Richert, William"
0005497,"Richie, Chip"
0005498,"Richman, Meg"
0005499,"Richmond, Anthony"
0005500,"Richter, W.D."
0005501,"Ricker, Bruce"
0005502,"Rickman, Thomas"
0005503,"Rideaux, Ziri"
0005504,"Riead, William"
0005505,"Riefenstahl, Leni"
0005506,"Rifkin, Adam"
0005507,"Rikert, Dustin"
0005508,"Rilla, Wolf"
0005509,"Rimoch, Ernesto"
0005510,"Rin, Taro"
0005511,"Ringel, Alfredo"
0005512,"Rintaro"
0005513,"Rios, Rene Villar"
0005514,"Ripley, Arthur"
0005515,"Ripoll, María"
0005516,"Ripp, Adam"
0005517,"Ripple, Joe"
0005518,"Ripploh, Frank"
0005519,"Ripstein, Arturo"
0005520,"Risi, Dino"
0005521,"Rísquez, Diego"
0005522,"Rissi, Michael"
0005523,"Ritchie, Guy"
0005524,"Ritchie, Michael"
0005525,"Ritt, Martin"
0005526,"Ritter, Joe"
0005527,"Ritter, Tim"
0005528,"Riva, David"
0005529,"Riva, Juan Antonio de la"
0005530,"Rivette, Jacques"
0005531,"Rizzo, Alfredo"
0005532,"Roach, Hal"
0005533,"Roach, Jay"
0005534,"Robbie, Seymour"
0005535,"Robbins, Brian"
0005536,"Robbins, Matthew"
0005537,"Robbins, Tim"
0005538,"Robe, Mike"
0005539,"Robert, Genevieve"
0005540,"Robert, Vincent"
0005541,"Robert, Yves"
0005542,"Roberts, Alan"
0005543,"Roberts, Chris"
0005544,"Roberts, Darryl"
0005545,"Roberts, David O."
0005546,"Roberts, John"
0005547,"Roberts, Scott"
0005548,"Robertson, Cliff"
0005549,"Robertson, John S."
0005550,"Robertson, Joseph"
0005551,"Robin, Teddy"
0005552,"Robins, Herb"
0005553,"Robinson, Bruce"
0005554,"Robinson, James"
0005555,"Robinson, James F."
0005556,"Robinson, John Mark"
0005557,"Robinson, Phil Alden"
0005558,"Robman, Steven"
0005559,"Robson, Mark"
0005560,"Rocco, Marc"
0005561,"Rochat, Éric"
0005562,"Rock, Chris"
0005563,"Rockowitz, Glenn"
0005564,"Rockwell, Alexandre"
0005565,"Rocque, Stephen La"
0005566,"Roddam, Franc"
0005567,"Rodgers, Mic"
0005568,"Rodgers, Ned"
0005569,"Rodin, Adam"
0005570,"Rodnunsky, Serge"
0005571,"Rodrigues, Joao Pedro"
0005572,"Rodríguez, Ismael"
0005573,"Rodriguez, Jason"
0005574,"Rodríguez, Joselito"
0005575,"Rodriguez, Norton"
0005576,"Rodriguez, Robert"
0005577,"Roe, Chris"
0005578,"Roeg, Nicolas"
0005579,"Roessler, Rick"
0005580,"Roffman, Julian"
0005581,"Rogell, Albert S."
0005582,"Rogers, Charles"
0005583,"Rogers, Chris"
0005584,"Rogers, James B."
0005585,"Rogosin, Daniel"
0005586,"Rogozhkin, Aleksandr"
0005587,"Rohl, Mike"
0005588,"Rohm, Patrice"
0005589,"Rohmer, Eric"
0005590,"Rojas, Fernando Durán"
0005591,"Roko"
0005592,"Roland, Bernard"
0005593,"Rollin, Jean"
0005594,"Roman, Phil"
0005595,"Romanek, Mark"
0005596,"Romero, Eddie"
0005597,"Romero, George A."
0005598,"Roncayolo, Malena"
0005599,"Rondeau, Charles R."
0005600,"Rondell, Ronnie"
0005601,"Ronen, Marci"
0005602,"Ronin, Jaxon"
0005603,"Roodt, Darrell"
0005604,"Rooks, Conrad"
0005605,"Room, Abram"
0005606,"Rooney, Bethany"
0005607,"Rooney, Darrell"
0005608,"Roos, Don"
0005609,"Root, Ashton"
0005610,"Ropelewski, Tom"
0005611,"Roper, Mark"
0005612,"Roquemore, Cliff"
0005613,"Rosa, Vincent Di"
0005614,"Rose, Bernard"
0005615,"Rose, Lee"
0005616,"Rose, Les"
0005617,"Rose, Sherman A."
0005618,"Rose, Sherrie"
0005619,"Rosen, Dan"
0005620,"Rosen, Martin"
0005621,"Rosen, Peter"
0005622,"Rosen, Phil"
0005623,"Rosen, Steve"
0005624,"Rosenberg, Anita"
0005625,"Rosenberg, Rick"
0005626,"Rosenberg, Stuart"
0005627,"Rosenbloom, Dale"
0005628,"Rosenfeld, Seth Zvi"
0005629,"Rosenthal, Rick"
0005630,"Rosenthal, Robert J."
0005631,"Roshan, Rakesh"
0005632,"Rosi, Francesco"
0005633,"Rosman, Mark"
0005634,"Ross, Benjamin"
0005635,"Ross, Craig"
0005636,"Ross, Gary"
0005637,"Ross, Herbert"
0005638,"Rossati, Nello"
0005639,"Rossellini, Roberto"
0005640,"Rossen, Robert"
0005641,"Rostler, William"
0005642,"Rotberg, Dana"
0005643,"Roth, Bobby"
0005644,"Roth, Eli"
0005645,"Roth, Lynn"
0005646,"Roth, Phillip J."
0005647,"Roth, Roger"
0005648,"Roth, Tim"
0005649,"Roth, William"
0005650,"Rothman, Stephanie"
0005651,"Rothwell, Hamish"
0005652,"Rotsler, William"
0005653,"Rotundo, Nick"
0005654,"Rou, Aleksandr"
0005655,"Rouse, Russell"
0005656,"Roush, Michael"
0005657,"Rousselot, Phillippe"
0005658,"Row, Alexander"
0005659,"Rowe, James"
0005660,"Rowe, Peter"
0005661,"Rowland, Roy"
0005662,"Roy, Duncan"
0005663,"Roy, Ron"
0005664,"Rozema, Patricia"
0005665,"Ruben, Andy"
0005666,"Ruben, Joseph"
0005667,"Ruben, Katt Shea"
0005668,"Rubens, Percival"
0005669,"Rubin, Bruce Joel"
0005670,"Rubin, C.B."
0005671,"Rubinek, Saul"
0005672,"Rubini, Sergio"
0005673,"Rubino, John"
0005674,"Rubio, Jack"
0005675,"Rucker, Joseph"
0005676,"Rucker, Mark"
0005677,"Rudavsky, Oren"
0005678,"Rudnick, B.A."
0005679,"Rudolph, Alan"
0005680,"Ruggles, Wesley"
0005681,"Ruiz, Raoul"
0005682,"Ruiz, Salvador García"
0005683,"Rundle, Robert"
0005684,"Rush, Richard"
0005685,"Rush, Steven"
0005686,"Rusnak, Josef"
0005687,"Russcol, Yael"
0005688,"Russell, Chuck"
0005689,"Russell, David O."
0005690,"Russell, Jay"
0005691,"Russell, Ken"
0005692,"Russo, Anthony"
0005693,"Russo, John A."
0005694,"Rustam, Mardi"
0005695,"Rusu, Dean"
0005696,"Ruth, Roy Del"
0005697,"Ruvinsky, Morrie"
0005698,"Ruzowitzky, Stefan"
0005699,"Ryan, James"
0005700,"Ryan, Paul F."
0005701,"Ryan, Terence"
0005702,"Ryan, Todd"
0005703,"Ryazanov, Eldar"
0005704,"Rydell, Mark"
0005705,"Rye, Renny"
0005706,"Rymer, Michael"
0005707,"Rytsarev, Boris"
0005708,"Rzeznik, Francine"
0005709,"Saarela, Olli"
0005710,"Sabella, Paul"
0005711,"Sachs, Ira"
0005712,"Sachs, William"
0005713,"Sackheim, Daniel"
0005714,"Sadr-Ameli, Rassul"
0005715,"Saegusa, Susumu"
0005716,"Sagal, Boris"
0005717,"Saget, Bob"
0005718,"Saïa, Louis"
0005719,"Saisyu, Yasushi"
0005720,"Sajbel, Michael O."
0005721,"Sakaguchi, Hironobu"
0005722,"Sakai, Akio"
0005723,"Sakamoto, Koichi"
0005724,"Saks, Gene"
0005725,"Sakurabi, Katsushi"
0005726,"Saldanha, Carlos"
0005727,"Sale, Richard"
0005728,"Salkow, Sidney"
0005729,"Salle, David"
0005730,"Salle, Eriq La"
0005731,"Salle, Mark Di"
0005732,"Salles, Walter"
0005733,"Salomon, Mikael"
0005734,"Salva, Victor"
0005735,"Salvador, Jaime"
0005736,"Salvo, Anne De"
0005737,"Salzmann, Bernard"
0005738,"Samilski, George Roman"
0005739,"Samples, Keith"
0005740,"Sams, Coke"
0005741,"Samuels, Rachel"
0005742,"Sánchez, Eva López"
0005743,"Sánchez, José Luis García"
0005744,"Sandefur, Kelly"
0005745,"Sanders, Denis"
0005746,"Sanders, Jon"
0005747,"Sanders, Scott"
0005748,"Sanders, Terry"
0005749,"Sandrich, Jay"
0005750,"Sands, Sompote"
0005751,"Sanford, Arlene"
0005752,"Sanforth, Clifford"
0005753,"Sang, Siu"
0005754,"Sangster, Jimmy"
0005755,"Sant, Gus Van"
0005756,"Santell, Alfred"
0005757,"Santi, Giancarlo"
0005758,"Santiago, Cirio H."
0005759,"Santley, Joseph"
0005760,"Santo, Jeff"
0005761,"Santos, Steven"
0005762,"Santoshi, Rajkumar"
0005763,"Santostefano, Damon"
0005764,"Sanzel, Ken"
0005765,"Saperstein, David"
0005766,"Sarafian, Deran"
0005767,"Sarafian, Richard C."
0005768,"Sarfraz, Khwaja"
0005769,"Sargent, Joseph"
0005770,"Sargent, Mike"
0005771,"Sargenti, Marina"
0005772,"Sarin, Vic"
0005773,"Sariñana, Fernando"
0005774,"Sarkies, Robert"
0005775,"Sarli, Maurice"
0005776,"Sarna, Michael J."
0005777,"Sarne, Michael"
0005778,"Sarno, Joseph W."
0005779,"Sasaki, Hirohisa"
0005780,"Sasdy, Peter"
0005781,"Sato, Hiroaki"
0005782,"Sato, Hisayasu"
0005783,"Sato, Junichi"
0005784,"Sato, Junya"
0005785,"Sato, Shimako"
0005786,"Sato, Shinsuke"
0005787,"Sato, Toshiki"
0005788,"Sauer, Ernest G."
0005789,"Saunders, Charles"
0005790,"Saunders, Clive"
0005791,"Saunders, George"
0005792,"Saura, Carlos"
0005793,"Sautet, Claude"
0005794,"Savary, Jerome"
0005795,"Savidge, S. Leigh"
0005796,"Saville, Philip"
0005797,"Saville, Victor"
0005798,"Savini, Tom"
0005799,"Savoca, Nancy"
0005800,"Sawyer, Tom"
0005801,"Sax, Geoffrey"
0005802,"Sayers, Eric"
0005803,"Sayles, John"
0005804,"Scagliotti, J."
0005805,"Scaini, Stefan"
0005806,"Scala, Casey La"
0005807,"Scardino, Don"
0005808,"Scarpelli, Umberto"
0005809,"Scavolini, Romano"
0005810,"Schaaf, Geoffrey"
0005811,"Schaarwächter, Lutz"
0005812,"Schachter, Steven"
0005813,"Schaefer, Armand"
0005814,"Schaefer, George"
0005815,"Schaeffer, Eric"
0005816,"Schaetzle, Bud"
0005817,"Schaffer, Jeff"
0005818,"Schaffner, Franklin J."
0005819,"Schain, Don"
0005820,"Schamoni, Peter"
0005821,"Schatzberg, Jerry"
0005822,"Schechter, Jeff"
0005823,"Scheerer, Robert"
0005824,"Scheffer, Frank"
0005825,"Scheinfeld, John"
0005826,"Scheinman, Andrew"
0005827,"Schell, Maximilian"
0005828,"Schendel, David"
0005829,"Schenk, Martin"
0005830,"Schenkel, Carl"
0005831,"Schenkman, Richard"
0005832,"Schepisi, Fred"
0005833,"Schertzinger, Victor"
0005834,"Schickel, Richard"
0005835,"Schiff, Nathan"
0005836,"Schiller, Greta"
0005837,"Schiller, Lawrence"
0005838,"Schivazappa, Piero"
0005839,"Schlöndorff, Volker"
0005840,"Schlamme, Thomas"
0005841,"Schlesinger, John"
0005842,"Schmerberg, Ralf"
0005843,"Schmid, Daniel"
0005844,"Schmidt, John"
0005845,"Schmidt, Rob"
0005846,"Schmidt, Wilfred"
0005847,"Schmidt, Wolfgang"
0005848,"Schmoeller, David"
0005849,"Schnabel, Julian"
0005850,"Schnack, AJ"
0005851,"Schnapper, Simeon"
0005852,"Schneider, Elia"
0005853,"Schneider, Paul"
0005854,"Schnepp, Jon"
0005855,"Schnitzler, Gregor"
0005856,"Schoemann, Michael"
0005857,"Schott, Bob"
0005858,"Schott, Dale"
0005859,"Schrader, Paul"
0005860,"Schreck, Nikolas"
0005861,"Schreibman, Myrl A."
0005862,"Schroeder, Barbet"
0005863,"Schroeder, Michael"
0005864,"Schuermann, John"
0005865,"Schulman, Tom"
0005866,"Schultz, Carl"
0005867,"Schultz, John"
0005868,"Schultz, Michael"
0005869,"Schumacher, Joel"
0005870,"Schuster, Harold D."
0005871,"Schwab, Eric"
0005872,"Schwartz, Douglas"
0005873,"Schwartz, Irving"
0005874,"Schwartz, Jack"
0005875,"Schwartz, John Alan"
0005876,"Schwartz, Stefan"
0005877,"Schweitert, Stefan"
0005878,"Schwimmer, David"
0005879,"Schyfter, Guita"
0005880,"Sciamma, Alberto"
0005881,"Scoffield, Jon"
0005882,"Scorsese, Martin"
0005883,"Scott, Campbell"
0005884,"Scott, Cynthia"
0005885,"Scott, George C."
0005886,"Scott, Jake"
0005887,"Scott, James"
0005888,"Scott, Michael J.F."
0005889,"Scott, Oz"
0005890,"Scott, Ridley"
0005891,"Scott, Rod S."
0005892,"Scott, T.J."
0005893,"Scott, Tony"
0005894,"Scribner, George"
0005895,"Seagal, Steven"
0005896,"Seale, James"
0005897,"Sears, Fred F."
0005898,"Sears, Richard"
0005899,"Seaton, Carl"
0005900,"Seaton, George"
0005901,"Seaver, Chris"
0005902,"Seavey, Nina Gilden"
0005903,"Sedan, Mike"
0005904,"Sedlar, Dominik"
0005905,"Seed, Paul"
0005906,"Seeley, S.K."
0005907,"See-Yuen, Ng"
0005908,"Segal, Alex"
0005909,"Segal, Peter"
0005910,"Segal, Philip David"
0005911,"Segonzac, Jean De"
0005912,"Segura, Juan José"
0005913,"Sehr, Peter"
0005914,"Seidelman, Arthur Allan"
0005915,"Seidelman, Susan"
0005916,"Seidl, Ulrich"
0005917,"Seiler, Lewis"
0005918,"Seitanidis, Vangelis"
0005919,"Seiter, William A."
0005920,"Seitz, George B."
0005921,"Sekely, Steve"
0005922,"Sekula, Andrzej"
0005923,"Selander, Lesley"
0005924,"Selby, Margaret"
0005925,"Selick, Henry"
0005926,"Sellars, Peter"
0005927,"Sellier, Charles"
0005928,"Seltzer, David"
0005929,"Selznick, Arna"
0005930,"Semel, David"
0005931,"Semler, Dean"
0005932,"Sena, Dominic"
0005933,"Senensky, Ralph"
0005934,"Senkowski, Ron"
0005935,"Sennett, Mack"
0005936,"Serafini, Giorgio"
0005937,"Sergio, Michael"
0005938,"Seri, Alejandro"
0005939,"Serious, Yahoo"
0005940,"Seriy, Alexander"
0005941,"Serrano, Antonio"
0005942,"Serrano, Yolanda Garcia"
0005943,"Serreau, Coline"
0005944,"Serry, Ramin"
0005945,"Sessa, Alex"
0005946,"Sessions, Steve"
0005947,"Seung-wuk, Oh"
0005948,"Sevilla, Raphael J."
0005949,"Sewell, Vernon"
0005950,"Shadburne, Susan"
0005951,"Shadyac, Tom"
0005952,"Shafer, Dirk"
0005953,"Shah, Krishna"
0005954,"Shah, Sebastian"
0005955,"Shainberg, Steven"
0005956,"Shan, Lo"
0005957,"Shankman, Adam"
0005958,"Shapira, L.L."
0005959,"Shapiro, Alan"
0005960,"Shapiro, Arnold"
0005961,"Shapiro, Craig"
0005962,"Shapiro, David"
0005963,"Shapiro, Ken"
0005964,"Shapiro, Paul"
0005965,"Shardlow, Martin"
0005966,"Sharman, Jim"
0005967,"Sharp, Don"
0005968,"Sharp, Ian"
0005969,"Sharpsteen, Ben"
0005970,"Shatner, William"
0005971,"Shavelson, Melville"
0005972,"Shaver, Helen"
0005973,"Shaw, Jimmy"
0005974,"Shaw, Larry"
0005975,"Shaye, Robert"
0005976,"Shayne, Linda"
0005977,"Shchegolkov, Vladimir"
0005978,"Shea, Andrew"
0005979,"Shea, James K."
0005980,"Shea, John"
0005981,"Shea, Katt"
0005982,"Shear, Barry"
0005983,"Shear, Jon"
0005984,"Shearer, Harry"
0005985,"Shedden, Jim"
0005986,"Sheehan, David"
0005987,"Sheen, Martin"
0005988,"Sheen, Simon S."
0005989,"Sheetz, Chuck"
0005990,"Sheff, Stanley"
0005991,"Shefter, Lane"
0005992,"Sheldon, Forrest"
0005993,"Shell, Tom"
0005994,"Shellady, Brad"
0005995,"Shelly, Adrienne"
0005996,"Shelton, Millicent"
0005997,"Shelton, Ron"
0005998,"Shen, Liang"
0005999,"Sheng, Fu"
0006000,"Shepard, Richard"
0006001,"Shepp, Brian"
0006002,"Sheppard, Gordon"
0006003,"Sheppard, John"
0006004,"Shepphird, John"
0006005,"Sher, Jack"
0006006,"Shergold, Adrian"
0006007,"Sheridan, Jim"
0006008,"Sheridan, Kristen"
0006009,"Sheridan, Peter"
0006010,"Sherin, Edwin"
0006011,"Sherman, Cindy"
0006012,"Sherman, Gary"
0006013,"Sherman, George"
0006014,"Sherman, Jon"
0006015,"Sherman, Lowell"
0006016,"Sherman, Samuel M."
0006017,"Shervan, Amir"
0006018,"Sherwood, Bill"
0006019,"Shiach, Dominic"
0006020,"Shields, Brent"
0006021,"Shi-Hung, Chung"
0006022,"Shils, Barry"
0006023,"Shilton, Gilbert M."
0006024,"Shim, Hyung Rae"
0006025,"Shimizu, Atsushi"
0006026,"Shimizu, Takeshi"
0006027,"Shimoda, Masami"
0006028,"Shin, Nelson"
0006029,"Shin, Stephen"
0006030,"Shindo, Kaneto"
0006031,"Shing, Tong Wai"
0006032,"Shinoda, Masahiro"
0006033,"Shiota, Akihiko"
0006034,"Shirahata, Bob"
0006035,"Shles, Julie"
0006036,"Shoebridge, Paul"
0006037,"Shokrian, Babak"
0006038,"Sholder, Jack"
0006039,"Sholem, Lee"
0006040,"Shonteff, Lindsay"
0006041,"Shoob, Michael"
0006042,"Shore, Simon"
0006043,"Shores, Del"
0006044,"Shuqin, Huang"
0006045,"Shustak, Allan"
0006046,"Shyamalan, M. Night"
0006047,"Shyer, Charles"
0006048,"Shyu, Tony"
0006049,"Sibay, Mussef"
0006050,"Sica, Christian De"
0006051,"Sica, Vittorio De"
0006052,"Sidaris, Andy"
0006053,"Sidaris, Christian Drew"
0006054,"Sidney, George"
0006055,"Siegel, Don"
0006056,"Siegel, Robert J."
0006057,"Sierck, Detlef"
0006058,"Sigel, Newton Thomas"
0006059,"Sigl, Robert"
0006060,"Signorelli, James"
0006061,"Silber, Glenn"
0006062,"Silber, Rolf"
0006063,"Silberg, Joel"
0006064,"Silberling, Brad"
0006065,"Silleck, Bayley"
0006066,"Silva, Beatriz Flores"
0006067,"Silver, Joan Micklin"
0006068,"Silver, Marisa"
0006069,"Silver, Sam"
0006070,"Silver, Scott"
0006071,"Silverman, Joel"
0006072,"Silverman, Louis"
0006073,"Silvers, Dean"
0006074,"Silverstein, Elliot"
0006075,"Silvestro, Rino Di"
0006076,"Sim, Morris G."
0006077,"Simandl, Lloyd A."
0006078,"Simmonds, Alan"
0006079,"Simon, Adam"
0006080,"Simon, Jim"
0006081,"Simón, Juan Piquer"
0006082,"Simon, Roger L."
0006083,"Simon, S. Sylvan"
0006084,"Simone, Tom De"
0006085,"Simoneau, Yves"
0006086,"Simonin, Pierre"
0006087,"Simpson, Jane"
0006088,"Simpson, Jim"
0006089,"Simpson, Julian"
0006090,"Simpson, Michael A."
0006091,"Simpson, Swan"
0006092,"Sinclair, Felicia"
0006093,"Sinclair, Harry"
0006094,"Sindell, Gerald"
0006095,"Singer, Alexander"
0006096,"Singer, Bryan"
0006097,"Singer, Craig"
0006098,"Singer, Marc"
0006099,"Singh, Tarsem"
0006100,"Singleton, John"
0006101,"Singleton, Keith"
0006102,"Singleton, Ralph S."
0006103,"Sinise, Gary"
0006104,"Sinofsky, Bruce"
0006105,"Sinyor, Gary"
0006106,"Siodmak, Curt"
0006107,"Siodmak, Robert"
0006108,"Sippapak, Yuthlert"
0006109,"Siri, Florent Emilio"
0006110,"Sirk, Douglas"
0006111,"Sissako, Abderrahmnane"
0006112,"Sissoko, Cheick Oumar"
0006113,"Sistach, Marisa"
0006114,"Sitch, Rob"
0006115,"Siu, Stanley Wing"
0006116,"Siu-Hung, Tony Leung"
0006117,"Siu-Keung, Cheng"
0006118,"Siu-Tung, Ching"
0006119,"Sivan, Santosh"
0006120,"Sjogren, John"
0006121,"Sjöman, Vilgot"
0006122,"Skahill, Bix"
0006123,"Skeet, Brian"
0006124,"Skjoldbjaerg, Erik"
0006125,"Skogland, Kari"
0006126,"Skolimowski, Jerzy"
0006127,"Skolnick, Barry"
0006128,"Skov, Kent"
0006129,"Slak, Franci"
0006130,"Slavin, Neal"
0006131,"Slawner, Leigh"
0006132,"Slee, Andrew Van"
0006133,"Slesicki, Wladyslaw"
0006134,"Slesin, Aviva"
0006135,"Sloan, Brian"
0006136,"Sloan, Holly Goldberg"
0006137,"Sloan, Victoria"
0006138,"Sloane, Paul"
0006139,"Sloane, Rick"
0006140,"Slobotkin, Trace"
0006141,"Slovin, Karl"
0006142,"Sluizer, George"
0006143,"Small, Leslie"
0006144,"Smeaton, Bob"
0006145,"Smight, Jack"
0006146,"Smith, Alex"
0006147,"Smith, Antwan"
0006148,"Smith, Ash"
0006149,"Smith, Brian J."
0006150,"Smith, Bud"
0006151,"Smith, Charles Martin"
0006152,"Smith, Chris"
0006153,"Smith, Cliff"
0006154,"Smith, Earl E."
0006155,"Smith, Gary"
0006156,"Smith, Harrell"
0006157,"Smith, John N."
0006158,"Smith, Juney"
0006159,"Smith, Kevin"
0006160,"Smith, Kevin W."
0006161,"Smith, Mel"
0006162,"Smith, Peter"
0006163,"Smith, Roy Allen"
0006164,"Smith, Scott"
0006165,"Smithee, Alan"
0006166,"Smoke, Stephen"
0006167,"Smythe, Alan"
0006168,"Snedeker, David"
0006169,"Snoad, Harold"
0006170,"Snyder, Keith"
0006171,"Snyder, Kim A."
0006172,"Snyder, Robert"
0006173,"So, Philip"
0006174,"Soavi, Michele"
0006175,"Sobel, Lee Bennett"
0006176,"Sobel, Mark"
0006177,"Soderbergh, Steven"
0006178,"Soffici, Mario"
0006179,"Softley, Iain"
0006180,"Sokurov, Aleksandr"
0006181,"Solares, Adolfo Martínez"
0006182,"Solares, Gilberto Martínez"
0006183,"Solberg, Helena"
0006184,"Solberg, Russell"
0006185,"Soldini, Silvio"
0006186,"Sole, Alfred"
0006187,"Soler, Julián"
0006188,"Sollett, Peter"
0006189,"Sollima, Sergio"
0006190,"Solomon, Courtney"
0006191,"Solomon, Ed"
0006192,"Solondz, Todd"
0006193,"Sommers, Stephen"
0006194,"Sonneborn, Barbara"
0006195,"Sonnenfeld, Barry"
0006196,"Sonney, Dan"
0006197,"Sono, Shion"
0006198,"Sopsits, Árpád"
0006199,"Sorenson, Jon"
0006200,"Sorsa, Tommy J. La"
0006201,"Sortor, Ronnie"
0006202,"Soto, Helvio"
0006203,"Sou-Hin, Ha"
0006204,"Southon, Mike"
0006205,"Souza, Steven E. de"
0006206,"Sowards, Tommy"
0006207,"Spacey, Kevin"
0006208,"Spangler, Larry G."
0006209,"Sparber, Izzy"
0006210,"Spear, Jeremy"
0006211,"Specht, John"
0006212,"Spence, Greg"
0006213,"Spence, Richard"
0006214,"Spence, Rod C."
0006215,"Spencer, Benton"
0006216,"Spencer, Josh"
0006217,"Spera, Rob"
0006218,"Spetsiotis, Takis"
0006219,"Spheeris, Penelope"
0006220,"Spicer, Bryan"
0006221,"Spiegel, Marcus"
0006222,"Spiegel, Scott"
0006223,"Spielberg, Steven"
0006224,"Spiers, Bob"
0006225,"Spink, Philip"
0006226,"Spirer, Peter"
0006227,"Spires, Tony"
0006228,"Spiridakis, Tony"
0006229,"Spiro, Lev L."
0006230,"Sporn, Michael"
0006231,"Spottiswoode, Roger"
0006232,"Spottl, Martin"
0006233,"Sprecher, Jill"
0006234,"Springall, Alejandro"
0006235,"Springsteen, R.G."
0006236,"Spry, Robin"
0006237,"Hall, Arch, Sr."
0006238,"Cass, David S., Sr."
0006239,"McCullough, Jim, Sr."
0006240,"Srisupap, Somching"
0006241,"Stabile, Salvatore"
0006242,"Stacey, Eric"
0006243,"Stagliano, Nick"
0006244,"Stagnaro, Juan Bautista"
0006245,"Stahl, Eric Steven"
0006246,"Stahl, John M."
0006247,"Stainton, John"
0006248,"Stallone, Sylvester"
0006249,"Stambrini, Monica"
0006250,"Stamp, Jonathan"
0006251,"Standeven, Richard"
0006252,"Standring, Glenn"
0006253,"Stanford, Jeremy"
0006254,"Stanley, Lee"
0006255,"Stanley, Paul"
0006256,"Stanley, Richard"
0006257,"Stanton, Andrew"
0006258,"Stanze, Eric"
0006259,"Starewicz, Wladyslaw"
0006260,"Starr, Bruce"
0006261,"Starr, David"
0006262,"Starrett, Jack"
0006263,"Stassen, Ben"
0006264,"Staudte, Wolfgang"
0006265,"Steckler, Ray Dennis"
0006266,"Steele, Taylor"
0006267,"Steensland, Mark"
0006268,"Steers, Burr"
0006269,"Stegani, Giorgio"
0006270,"Steilen, Mark"
0006271,"Stein, Darren"
0006272,"Stein, Jeff"
0006273,"Stein, Jeremy"
0006274,"Stein, Peter"
0006275,"Steinauer, Matt"
0006276,"Steinberg, David"
0006277,"Steinberg, Michael"
0006278,"Steinmann, Danny"
0006279,"Stelly, Dale"
0006280,"Stembridge, Gerard"
0006281,"Stenstrum, Jim"
0006282,"Stephen, A.C."
0006283,"Stephens, Thor"
0006284,"Stephenson, John"
0006285,"Stern, Bert"
0006286,"Stern, Bret"
0006287,"Stern, Daniel"
0006288,"Stern, David"
0006289,"Stern, James D."
0006290,"Stern, Noah"
0006291,"Stern, Sandor"
0006292,"Stern, Steven Hilliard"
0006293,"Stern, Susan"
0006294,"Sternberg, Josef Von"
0006295,"Sternheimer, Zach"
0006296,"Stettner, Patrick"
0006297,"Stevens, Andrew"
0006298,"Stevens, Art"
0006299,"Stevens, David"
0006300,"Stevens, Fisher"
0006301,"Stevens, George"
0006302,"Stevens, Leslie"
0006303,"Stevens, Michael"
0006304,"Stevens, Neal Marshall"
0006305,"Stevenson, Robert"
0006306,"Stewart, Douglas Day"
0006307,"Stewart, Jean"
0006308,"Stewart, John"
0006309,"Stewart, Larry"
0006310,"Stewart, Peter"
0006311,"Stewart, Rob"
0006312,"Steyermark, Alex"
0006313,"Stickler, Helen"
0006314,"Stiller, Ben"
0006315,"Stillman, Whit"
0006316,"Stirner, Brian"
0006317,"Stivaletti, Sergio"
0006318,"Stix, John"
0006319,"Stock, Mark"
0006320,"Stockwell, John"
0006321,"Stöger, Alfred"
0006322,"Stokes, Chris"
0006323,"Stoller, Bryan Michael"
0006324,"Stone, Ezra"
0006325,"Stone, Oliver"
0006326,"Stone, Robert"
0006327,"Stones, Tad"
0006328,"Storm, Esben"
0006329,"Storm, Howard"
0006330,"Story, Tim"
0006331,"Stoten, David"
